Name,Span,Matches,Innings,Not Outs,Runs,Highest Score,Average,BF,Strike Rate,Hundreds,Fifties,Ducks,Fours,Sixes
Tafseer Ali (NOR),2019-2023,12,11,2,113,28,12.55,140,80.71,0,0,0,9,0
PA van Meekeren (NED),2013-2024,71,24,6,113,24,6.27,104,108.65,0,0,6,7,5
J Jemison (Bhm),2022-2024,17,15,2,112,21*,8.61,160,70.00,0,0,4,5,1
SP Khakurel (NEP),2014-2015,8,8,0,112,56,14.00,139,80.57,0,1,0,10,1
AP Devcich (NZ),2013-2014,4,4,0,111,59,27.75,79,140.50,0,1,0,17,2
KK Lin Thu (MYAN),2023-2024,19,18,0,111,27,6.16,198,56.06,0,0,3,8,1
AU Rashid (ENG),2009-2024,119,36,17,111,22,5.84,132,84.09,0,0,3,8,0
Sandeep Goud (Bhm),2021-2024,18,13,1,111,25,9.25,107,103.73,0,0,1,6,7
JNK Shannon (IRE),2013-2018,8,8,0,111,60,13.87,84,132.14,0,1,1,12,5
Mohammad Aadil Alam (NEP),2022-2022,8,8,1,110,31,15.71,77,142.85,0,0,0,5,7
SP Fleming (NZ),2005-2006,5,5,0,110,38,22.00,85,129.41,0,0,0,20,0
CJ Langford (IOM),2020-2024,17,10,3,110,24*,15.71,105,104.76,0,0,0,9,2
A Lark (Aut),2019-2019,5,4,0,110,43,27.50,121,90.90,0,0,1,15,0
Robert Raina (THA),2020-2024,15,9,0,110,42,12.22,116,94.82,0,0,1,13,3
D Sabir (BER),2021-2024,22,14,5,110,20*,12.22,99,111.11,0,0,3,9,2
XSD Smith (Sur),2024-2024,8,8,2,110,57*,18.33,86,127.90,0,1,0,7,5
AJ Turner (AUS),2017-2023,19,14,5,110,24,12.22,131,83.96,0,0,1,4,2
Anwar Ali (PAK),2008-2016,16,11,4,109,46,15.57,77,141.55,0,0,0,6,6
Ibrahim Rizan (MDV),2019-2024,42,32,15,109,11*,6.41,155,70.32,0,0,6,7,1
MG Johnson (AUS),2007-2013,30,17,7,109,28*,10.90,95,114.73,0,0,2,8,3
UT Kaisala (Samoa),2022-2023,8,8,1,109,35*,15.57,126,86.50,0,0,0,11,3
Mamoon Latif (Belg),2019-2021,11,10,0,109,25,10.90,122,89.34,0,0,1,7,3
DS Maraiwai (Fiji),2022-2023,9,9,1,109,23,13.62,95,114.73,0,0,1,13,3
Syed Haider (UAE),2024-2024,17,10,3,109,47,15.57,102,106.86,0,0,1,9,2
R Davson (Bhm),2021-2024,13,11,1,108,40,10.80,142,76.05,0,0,0,9,2
Harbhajan Singh (IND),2006-2016,28,13,5,108,21,13.50,87,124.13,0,0,1,11,4
C Kyewuta (UGA),2021-2024,36,17,9,108,24*,13.50,93,116.12,0,0,1,9,4
B Zuiderent (NED),2009-2010,6,6,1,108,43*,21.60,124,87.09,0,0,0,8,1
M Gogev (BUL),2024-2024,7,7,0,107,55,15.28,89,120.22,0,1,2,7,6
A Kaul (SGP),2022-2024,11,9,1,107,56,13.37,122,87.70,0,1,2,10,3
M Koli (ROM),2022-2024,21,10,3,107,33*,15.28,87,122.98,0,0,2,10,2
A Mene-Ejegi (SRB),2022-2024,13,10,1,107,32*,11.88,69,155.07,0,0,2,10,6
K Modise (BOT),2019-2023,7,7,0,107,38,15.28,96,111.45,0,0,1,9,7
S Thakur (ROM),2021-2023,6,5,3,107,55,53.50,90,118.88,0,1,0,14,1
GJ Thompson (IRE),2016-2019,10,8,1,107,44,15.28,108,99.07,0,0,2,14,1
CP Turkich (CRT),2022-2024,9,9,0,107,20,11.88,181,59.11,0,0,1,7,0
NA Maiolo (ITA),2019-2019,8,7,1,106,39*,17.66,104,101.92,0,0,0,11,2
R Parag (IND),2024-2024,9,6,0,106,34,17.66,70,151.42,0,0,0,3,9
A Rajshekara (ROM),2024-2024,8,7,2,106,50,21.20,110,96.36,0,1,1,9,4
Sami Ullah (ROM),2020-2021,9,7,1,106,33,17.66,55,192.72,0,0,1,13,4
DR Sams (AUS),2020-2022,10,7,3,106,41,26.50,62,170.96,0,0,0,8,6
C Veretaki (Fiji),2023-2023,4,4,0,106,60,26.50,105,100.95,0,1,1,14,2
T Wangchuk (BHU),2022-2024,27,22,4,106,18*,5.88,149,71.14,0,0,5,6,3
Wasim Ali (OMA),2019-2024,9,8,1,106,38,15.14,77,137.66,0,0,0,8,5
Ziaur Rehman (FIN),2019-2024,10,10,2,106,37*,13.25,117,90.59,0,0,1,9,1
Abdur Rahman Sudais (SWE),2023-2024,7,6,1,105,42,21.00,96,109.37,0,0,0,8,4
MD Dai (PNG),2015-2017,9,8,0,105,31,13.12,128,82.03,0,0,0,4,0
C Dickson (COK),2022-2024,12,8,2,105,30*,17.50,110,95.45,0,0,0,7,2
JD Freyone (GIBR),2019-2023,15,14,2,105,21*,8.75,140,75.00,0,0,4,8,2
JR Hopes (AUS),2005-2010,12,7,2,105,30,21.00,98,107.14,0,0,0,7,1
D Marsic (CRT),2022-2024,9,8,0,105,37,13.12,164,64.02,0,0,1,9,2
S Mba (NGA),2021-2021,8,7,2,105,40*,21.00,144,72.91,0,0,1,11,1
M Mosehle (SA),2017-2017,7,6,1,105,36,21.00,65,161.53,0,0,0,6,9
PWA Mulder (SA),2021-2024,11,8,2,105,36,17.50,90,116.66,0,0,1,8,3
TJG Pringle (NED),2022-2024,20,14,2,105,35*,8.75,110,95.45,0,0,1,4,4
G Chohan (PHI),2022-2024,14,11,3,104,22,13.00,112,92.85,0,0,1,9,2
AF Ifill (CAY),2019-2024,24,17,4,104,25,8.00,167,62.27,0,0,2,5,1
HB Kayondo (UGA),2019-2021,4,4,0,104,31,26.00,98,106.12,0,0,0,6,4
Iqbal Mudassir (SKOR),2022-2024,10,10,1,104,46,11.55,111,93.69,0,0,0,5,5
S Ravikumar (CRC),2019-2024,8,8,1,104,52,14.85,132,78.78,0,1,2,6,2
Sultan Ahmed (OMA),2015-2017,17,12,3,104,37*,11.55,83,125.30,0,0,3,14,0
GP Swann (ENG),2008-2012,39,16,11,104,34,20.80,89,116.85,0,0,2,9,1
SC van Schalkwyk (USA),2024-2024,14,11,6,104,18,20.80,88,118.18,0,0,1,8,3
RDB Ahir (PAN),2023-2024,15,15,2,103,21,7.92,113,91.15,0,0,3,4,3
F Khaliq (Belg),2024-2024,8,8,2,103,49*,17.16,94,109.57,0,0,1,9,1
JAD Lawrenson (JER),2023-2024,12,7,1,103,36,17.16,106,97.16,0,0,0,9,0
KA Maharaj (SA),2021-2024,39,15,6,103,41,11.44,115,89.56,0,0,2,6,5
S Mathur (HKG),2023-2023,7,6,0,103,39,17.16,107,96.26,0,0,0,7,2
Mohammed Alamgir (SWZ),2022-2024,10,7,4,103,33,34.33,108,95.37,0,0,0,4,4
G Motie (WI),2021-2024,29,13,4,103,33,11.44,85,121.17,0,0,2,8,6
Ramanjot Singh (SVN),2022-2024,5,5,0,103,46,20.60,108,95.37,0,0,0,10,2
AAP Rivero (Arg),2023-2024,17,14,2,103,31,8.58,134,76.86,0,0,2,5,1
LH Rodrigues (BRA),2019-2024,13,12,3,103,32*,11.44,149,69.12,0,0,3,8,0
AG Weligamage (HUN),2021-2022,14,11,4,103,45,14.71,100,103.00,0,0,0,4,8
SM Davies (ENG),2009-2011,5,5,0,102,33,20.40,82,124.39,0,0,0,12,0
DF Jacobs (THA),2019-2024,9,9,0,102,28,11.33,159,64.15,0,0,1,12,2
Rehman Abdul (ITA),2019-2019,7,5,3,102,37*,51.00,103,99.02,0,0,0,7,3
Sazzad Hosen (Belg),2020-2024,8,8,0,102,34,12.75,103,99.02,0,0,0,13,0
LV van Beek (NED),2014-2024,31,20,7,102,23,7.84,126,80.95,0,0,2,3,1
GPK Wijesingha (MDV),2024-2024,6,5,0,102,56,20.40,102,100.00,0,1,0,7,3
PVD Chameera (SL),2015-2024,55,28,13,101,24*,6.73,113,89.38,0,0,3,9,1
Hilal Ahmad (CZK-R),2019-2021,15,14,4,101,44*,10.10,140,72.14,0,0,2,4,0
Kashif Daud (UAE),2021-2022,16,13,5,101,28*,12.62,69,146.37,0,0,3,6,6
AV Lalcheta (OMA),2015-2019,17,10,2,101,20,12.62,82,123.17,0,0,0,9,4
B Lee (AUS),2005-2012,25,12,6,101,43*,16.83,71,142.25,0,0,2,9,4
Mohammed Nurji (MWI),2019-2019,6,5,3,101,36,50.50,59,171.18,0,0,0,8,6
Musa Shaheen (DEN),2019-2023,21,16,1,101,29,6.73,143,70.62,0,0,1,4,1
N Salekar (THA),2024-2024,6,6,1,101,33,20.20,111,90.99,0,0,0,4,1
R Sandeep (SWZ),2024-2024,10,10,4,101,24,16.83,86,117.44,0,0,2,8,5
V Shankar (IND),2018-2019,9,4,0,101,43,25.25,73,138.35,0,0,0,11,5
KK Ahuja (Mex),2019-2024,12,11,1,100,43,10.00,133,75.18,0,0,1,8,4
Anser Mehmood (SUI),2021-2022,7,6,1,100,29,20.00,96,104.16,0,0,0,7,3
Avi Dixit (SGP),2019-2024,14,13,2,100,23,9.09,112,89.28,0,0,2,6,1
S Dhaniram (CAN),2008-2010,11,9,0,100,26,11.11,123,81.30,0,0,0,6,2
Firas Hussain (BUL),2024-2024,7,7,1,100,40*,16.66,89,112.35,0,0,2,13,1
PB Gouge (JER),2023-2024,4,3,0,100,52,33.33,66,151.51,0,1,1,4,7
T Maruma (ZIM),2008-2019,13,13,4,100,23*,11.11,109,91.74,0,0,1,6,4
CE McConchie (NZ),2021-2024,12,9,3,100,31*,16.66,95,105.26,0,0,2,7,0
HM Nicholls (NZ),2016-2021,10,9,1,100,36*,12.50,112,89.28,0,0,0,9,0
JM Sharma (IND),2023-2024,9,7,0,100,35,14.28,68,147.05,0,0,1,11,4
M Aboagye (GHA),2019-2024,14,13,1,99,24,8.25,141,70.21,0,0,1,5,0
Amar Naeem (Aut),2024-2024,8,7,2,99,46*,19.80,94,105.31,0,0,1,8,5
BR Dunk (AUS),2014-2017,5,5,0,99,32,19.80,69,143.47,0,0,0,8,6
W Maximo (BRA),2024-2024,9,9,0,99,25,11.00,147,67.34,0,0,0,9,0
Musaddiq Ahmed (GER),2024-2024,4,4,0,99,48,24.75,55,180.00,0,0,0,11,7
Azam Khalil (SWE),2022-2022,9,7,0,98,29,14.00,82,119.51,0,0,0,6,4
Gaurav Tiwari (INA),2024-2024,10,10,1,98,25,10.88,119,82.35,0,0,1,7,0
Ilyas Ataullah (TKY),2022-2024,12,11,2,98,26*,10.88,90,108.88,0,0,2,10,4
Irfan Bhima (MWI),2019-2019,4,4,0,98,52,24.50,88,111.36,0,1,2,13,2
D la Cock (NAM),2022-2022,5,5,0,98,66,19.60,84,116.66,0,1,1,8,5
CW Perchard (JER),2019-2024,47,15,4,98,23,8.90,98,100.00,0,0,2,3,4
MA Starc (AUS),2012-2024,65,21,11,98,14,9.80,100,98.00,0,0,0,4,2
GG Alta (TKY),2022-2024,8,8,0,97,28,12.12,120,80.83,0,0,0,5,4
Amir Ali (OMA),2015-2016,10,8,3,97,32*,19.40,65,149.23,0,0,0,11,2
KNA Bandara (SL),2021-2023,6,5,1,97,44*,24.25,88,110.22,0,0,0,4,5
M Faraz Akram (ZIM),2020-2024,10,8,4,97,34*,24.25,71,136.61,0,0,0,4,6
RJ Hatchman (GIBR),2019-2023,16,12,1,97,32,8.81,82,118.29,0,0,2,6,4
Muhammad Kaleem (UAE),2016-2016,9,9,0,97,50,10.77,116,83.62,0,1,1,9,3
Sajad Ahmadzai (Belg),2022-2024,17,12,5,97,26*,13.85,102,95.09,0,0,3,4,5
AM Samad (CAN),2008-2010,7,6,0,97,29,16.16,88,110.22,0,0,1,8,4
GM Strydom (CAY),2019-2019,6,6,0,97,49,16.16,89,108.98,0,0,2,6,5
Tejwinder Singh (CYP),2021-2022,11,9,1,97,22*,12.12,49,197.95,0,0,2,6,7
RA Tripathi (IND),2023-2023,5,5,0,97,44,19.40,67,144.77,0,0,1,11,5
NR Welch (ZIM),2023-2023,7,7,0,97,25,13.85,93,104.30,0,0,1,12,1
L Denny (COK),2022-2024,12,7,1,96,45,16.00,82,117.07,0,0,0,8,1
Jassim Khan (QAT),2023-2023,8,6,2,96,31*,24.00,74,129.72,0,0,0,5,5
RS Morton (WI),2006-2010,7,7,1,96,40,16.00,103,93.20,0,0,1,8,2
Niv Nagavkar (ISR),2022-2024,9,7,0,96,25,13.71,87,110.34,0,0,0,8,1
Sediqullah Atal (AFG),2023-2024,9,9,0,96,35,10.66,110,87.27,0,0,0,6,4
Usman Shahid (Fran),2021-2021,4,4,0,96,64,24.00,90,106.66,0,1,0,5,3
Shahzaib Jamil (QAT),2024-2024,6,6,0,96,38,16.00,83,115.66,0,0,1,4,5
ML Udawatte (SL),2008-2017,8,8,0,96,25,12.00,87,110.34,0,0,2,10,2
MH Yardy (ENG),2006-2011,14,8,5,96,35*,32.00,72,133.33,0,0,3,9,1
Abdullah Khan Lodhi (TKY),2024-2024,4,4,0,95,36,23.75,109,87.15,0,0,0,10,0
C Bogdanos (GRC),2022-2024,6,6,2,95,39*,23.75,123,77.23,0,0,0,5,0
BKB Corbin (CAY),2023-2023,7,7,1,95,34,15.83,68,139.70,0,0,2,12,6
P Dakainivanua (Fiji),2023-2024,10,9,2,95,39*,13.57,100,95.00,0,0,1,9,1
Z Hoque (THA),2019-2020,7,7,1,95,23*,15.83,98,96.93,0,0,0,6,4
Javed Maroofkhail (NOR),2019-2024,14,11,3,95,27*,11.87,105,90.47,0,0,2,3,3
DO Leicher (NAM),2022-2024,13,9,4,95,42*,19.00,109,87.15,0,0,1,2,4
WL Madsen (ITA),2023-2023,4,4,0,95,52,23.75,67,141.79,0,1,1,7,5
T Musekiwa (ZIM),2024-2024,11,9,4,95,16*,19.00,83,114.45,0,0,1,10,1
TM Odoyo (KENYA),2007-2013,11,10,0,95,22,9.50,119,79.83,0,0,1,6,2
NS Poonia (SCOT),2007-2010,8,7,2,95,38*,19.00,108,87.96,0,0,2,3,1
T Rossi (Arg),2021-2024,19,14,1,95,38,7.30,125,76.00,0,0,2,6,3
Shehzad Patel (SWA/SWZ),2021-2023,9,9,2,95,30*,13.57,82,115.85,0,0,0,7,4
Sufyan Mehmood (OMA),2015-2024,12,8,2,95,37,15.83,137,69.34,0,0,1,4,3
Tarun Sharma (SVN),2024-2024,5,5,0,95,38,19.00,87,109.19,0,0,1,7,4
J Tuffin (PHI),2024-2024,7,7,4,95,32*,31.66,106,89.62,0,0,0,4,0
M Vandrasi (CZK-R),2024-2024,4,4,2,95,42*,47.50,78,121.79,0,0,0,11,1
Zaid Soulat (BUL),2023-2024,6,5,2,95,44*,31.66,86,110.46,0,0,0,10,4
G Angeletti (Arg),2023-2024,10,10,1,94,18*,10.44,112,83.92,0,0,2,6,3
Asrar Ahmed (GRC),2019-2021,7,5,2,94,38,31.33,108,87.03,0,0,0,11,1
Jordan O'Brien (FIN),2023-2024,13,12,0,94,22,7.83,108,87.03,0,0,1,8,2
JH Stander (SCOT),2009-2012,11,11,2,94,45,10.44,90,104.44,0,0,3,6,4
Taher Muhammad (SVN),2022-2024,10,10,0,94,42,9.40,111,84.68,0,0,0,7,3
JJ Tucker (BER),2019-2019,5,5,1,94,50*,23.50,97,96.90,0,1,0,11,1
P Utseya (ZIM),2006-2015,35,21,9,94,13*,7.83,115,81.73,0,0,3,6,1
WK Bitis (CRT),2022-2023,9,7,1,93,32*,15.50,72,129.16,0,0,1,13,4
J Cutinho (CRC),2019-2019,3,3,0,93,46,31.00,98,94.89,0,0,0,7,4
S Gill (KENYA),2024-2024,6,5,3,93,47*,46.50,52,178.84,0,0,0,5,7
Kim Daeyeon (SKOR),2022-2024,10,10,1,93,29,10.33,116,80.17,0,0,1,6,2
A Martel (GUE),2022-2024,18,10,3,93,23*,13.28,78,119.23,0,0,1,11,4
SJ Modani (USA),2021-2022,5,4,1,93,50,31.00,68,136.76,0,1,0,5,3
Naveed Ahmed (CZK-R),2019-2024,38,16,7,93,21,10.33,109,85.32,0,0,3,8,1
Abbas Afridi (PAK),2024-2024,18,11,3,92,20*,11.50,75,122.66,0,0,1,8,6
R Dianish (MLT),2024-2024,5,5,0,92,48,18.40,99,92.92,0,0,1,13,0
Shafat Ali Syed (ESP),2023-2024,10,7,0,92,51,13.14,56,164.28,0,1,1,6,8
MC Sorensen (IRE),2012-2016,26,11,6,92,26,18.40,79,116.45,0,0,1,4,3
N Wijesekera (Aut),2021-2023,10,10,2,92,28,11.50,109,84.40,0,0,0,5,1
Yasir Arafat (PAK),2007-2012,13,11,4,92,17,13.14,79,116.45,0,0,0,8,2
Zohaib Sarwar (PORT),2019-2023,14,10,3,92,33*,13.14,93,98.92,0,0,3,3,6
Aditya Panwar (EST),2023-2024,6,4,1,91,62,30.33,73,124.65,0,1,0,3,4
PS Airee (NEP),2015-2022,12,12,0,91,29,7.58,107,85.04,0,0,4,10,1
Akhil Arjunan (FIN),2023-2024,10,9,1,91,24,11.37,117,77.77,0,0,2,4,1
TA Blundell (NZ),2017-2024,9,8,2,91,30*,15.16,94,96.80,0,0,0,10,0
S Grover (CZK-R),2021-2024,9,8,3,91,47,18.20,69,131.88,0,0,1,10,3
M Khojbariya (SWZ),2024-2024,5,5,1,91,46*,22.75,72,126.38,0,0,0,11,0
Raees Ahmadzai (AFG),2010-2010,8,6,3,91,33*,30.33,84,108.33,0,0,0,5,1
Saeed Ajmal (PAK),2009-2015,64,23,12,91,21*,8.27,86,105.81,0,0,3,7,2
M Shahbaz Butt (NOR),2022-2023,10,7,1,91,45*,15.16,98,92.85,0,0,1,7,0
DJ Turkich (CRT),2022-2024,9,9,0,91,29,10.11,113,80.53,0,0,1,9,1
Vinay Ravi (NOR),2021-2024,23,15,8,91,16,13.00,73,124.65,0,0,1,7,3
B Yadav (NEP),2022-2024,19,11,2,91,39,10.11,81,112.34,0,0,0,2,8
Abdullah Akbarjan (Aut),2019-2024,35,18,4,90,29,6.42,106,84.90,0,0,4,6,2
A Davidson Soler (ESP),2024-2024,9,5,0,90,51,18.00,81,111.11,0,1,1,9,0
ROC Dunka (CAY),2023-2024,10,7,1,90,35,15.00,80,112.50,0,0,0,4,2
GM Hamilton (SCOT),2007-2010,12,8,0,90,32,11.25,110,81.81,0,0,0,6,1
Ibrahim Nashath (MDV),2019-2024,22,17,5,90,20*,7.50,160,56.25,0,0,3,3,2
JN Mohammed (WI),2017-2018,9,8,3,90,23*,18.00,103,87.37,0,0,1,9,1
Muhammad Moiz (ROM),2024-2024,8,8,0,90,25,11.25,70,128.57,0,0,1,8,5
K Nitish Kumar Reddy (IND),2024-2024,3,3,1,90,74,45.00,50,180.00,0,1,1,4,8
SH Obed (VAN),2019-2024,26,17,7,90,21*,9.00,106,84.90,0,0,1,5,2
Sagar Pun (NEP),2014-2015,9,9,0,90,20,10.00,100,90.00,0,0,0,13,0
N Senamontree (THA),2020-2024,35,19,8,90,15,8.18,157,57.32,0,0,2,2,0
Shoaib Ahmed (CYP),2022-2022,5,5,0,90,30,18.00,84,107.14,0,0,1,10,2
NL Smith (ITA),2021-2021,6,6,2,90,26,22.50,111,81.08,0,0,0,4,4
DLS van Bunge (NED),2008-2013,14,12,4,90,24,11.25,104,86.53,0,0,2,2,3
GH Worker (NZ),2015-2015,2,2,0,90,62,45.00,64,140.62,0,1,0,6,5
MK Anafie (GHA),2021-2021,10,8,2,89,41*,14.83,78,114.10,0,0,1,7,5
J Baleicikoibia (Fiji),2022-2022,6,6,0,89,31,14.83,97,91.75,0,0,0,7,2
AE Isesele (NGA),2022-2023,13,12,4,89,44,11.12,84,105.95,0,0,1,7,4
M Jenkinson (FIN),2022-2023,5,5,0,89,34,17.80,79,112.65,0,0,0,5,5
JM Vujnovich (CRT),2022-2024,9,9,1,89,25,11.12,151,58.94,0,0,1,5,0
Aamer Jamal (PAK),2022-2024,6,5,1,88,41,22.00,49,179.59,0,0,0,5,7
N Ahir (PAN),2021-2023,11,8,3,88,23,17.60,159,55.34,0,0,2,5,2
Azam Khan (PAK),2021-2024,14,13,3,88,30*,8.80,66,133.33,0,0,4,6,7
RR Bastiansz (MLT),2022-2023,5,5,0,88,46,17.60,85,103.52,0,0,0,7,3
I Elec (TKY),2022-2024,12,11,0,88,52,8.00,136,64.70,0,1,3,5,4
D Foxcroft (NZ),2023-2024,5,4,0,88,34,22.00,79,111.39,0,0,0,2,5
Jasdeep Singh (USA),2019-2024,25,12,1,88,31,8.00,93,94.62,0,0,2,2,5
Kuldeep Lal (ESP),2019-2021,11,5,1,88,38,22.00,64,137.50,0,0,0,6,2
N Madziva (ZIM),2015-2019,15,10,5,88,28*,17.60,80,110.00,0,0,1,4,5
Md Shafiqul Haque (THA),2019-2019,4,4,0,88,38,22.00,62,141.93,0,0,0,5,6
Parvez Hossain Emon (BAN),2022-2024,7,7,0,88,39,12.57,89,98.87,0,0,2,7,5
Zishan Shah (DEN),2019-2019,6,5,1,88,50,22.00,87,101.14,0,1,0,7,1
Ali Yalmaz (HUN),2021-2024,14,13,1,87,19,7.25,84,103.57,0,0,2,2,6
Anasim Khan (BHR),2019-2021,12,9,2,87,23*,12.42,75,116.00,0,0,1,6,3
F Campbell (GMB),2022-2024,10,10,0,87,23,8.70,139,62.58,0,0,2,6,1
Haris Rauf (PAK),2020-2024,79,24,11,87,13*,6.69,73,119.17,0,0,4,6,5
B Kohler-Cadmore (GER),2024-2024,4,4,0,87,38,21.75,60,145.00,0,0,0,8,6
Mandeep Singh (IND),2016-2016,3,3,1,87,52*,43.50,73,119.17,0,1,0,11,1
Mustafizur Rahman (BAN),2015-2024,106,32,13,87,15,4.57,117,74.35,0,0,7,3,5
A Shahi (CYP),2024-2024,9,8,1,87,42*,12.42,48,181.25,0,0,1,6,7
Shoaib Rafiq (Mex),2023-2024,15,12,4,87,24*,10.87,84,103.57,0,0,1,3,4
DI Allan (KENYA),2012-2013,10,10,0,86,18,8.60,135,63.70,0,0,0,7,0
Amir Farooq (QAT),2024-2024,17,11,3,86,31,10.75,87,98.85,0,0,1,5,4
JA Burrows (IOM),2020-2024,24,16,3,86,28,6.61,79,108.86,0,0,4,9,1
AR Gandhi (KENYA),2019-2019,3,3,1,86,50,43.00,98,87.75,0,1,0,5,1
J Ghadiyali (SWA),2021-2021,6,6,1,86,27*,17.20,96,89.58,0,0,2,8,1
GJ Hopkins (NZ),2007-2010,10,8,0,86,36,10.75,71,121.12,0,0,0,5,5
Jun Hyunwoo (SKOR),2022-2024,10,10,0,86,26,8.60,119,72.26,0,0,1,5,5
Lokesh Bam (NEP),2022-2024,11,8,1,86,33,12.28,70,122.85,0,0,1,4,7
Mansoor Malangzai (Belg),2024-2024,4,4,0,86,33,21.50,57,150.87,0,0,0,8,4
SM Pollock (SA),2005-2008,12,9,2,86,36*,12.28,70,122.85,0,0,3,4,4
Sahibzada Farhan (PAK),2018-2024,9,9,0,86,39,9.55,90,95.55,0,0,1,7,4
Shamsur Rahman (BAN),2013-2014,9,8,0,86,53,10.75,85,101.17,0,1,2,12,1
N Zimonjic (SRB),2021-2024,20,15,2,86,19,6.61,88,97.72,0,0,5,6,5
S Jamil (Belg),2019-2024,12,11,3,85,24,10.62,106,80.18,0,0,3,10,2
Junaid Siddique (UAE),2019-2024,71,23,13,85,18,8.50,82,103.65,0,0,3,5,3
SR Mohan (SEY),2021-2024,15,11,3,85,20,10.62,123,69.10,0,0,2,5,1
AR Nurse (WI),2011-2019,13,8,6,85,20*,42.50,71,119.71,0,0,0,7,3
MV Pavlovic (SRB),2022-2024,16,11,0,85,26,7.72,126,67.46,0,0,2,9,0
RML Taylor (SCOT),2013-2016,9,6,3,85,41*,28.33,58,146.55,0,0,0,6,4
TD Chaoana (LES),2021-2024,22,16,5,84,26,7.63,110,76.36,0,0,2,7,0
R Coker (SLE),2022-2024,28,19,3,84,18,5.25,166,50.60,0,0,2,6,1
G Fatouros (GRC),2022-2022,4,4,0,84,50,21.00,72,116.66,0,1,0,7,4
H Fennell (Arg),2019-2024,28,16,3,84,25*,6.46,78,107.69,0,0,7,8,3
N Khosla (MLT),2019-2019,4,4,0,84,27,21.00,95,88.42,0,0,0,3,2
Omair Yousuf (PAK),2023-2024,6,6,2,84,24,21.00,72,116.66,0,0,1,8,3
LI Salomone (MOZ),2022-2024,14,12,2,84,25,8.40,158,53.16,0,0,2,7,0
C Sudarsanan (MLT),2023-2024,21,12,3,84,15,9.33,118,71.18,0,0,0,5,1
Utkarsh Jain (CAM),2023-2024,19,12,7,84,24*,16.80,94,89.36,0,0,2,7,1
M Dale-Bradley (GUE),2023-2024,14,8,3,83,33,16.60,61,136.06,0,0,0,6,5
YP Dayal (Sur),2024-2024,8,8,0,83,22,10.37,112,74.10,0,0,1,2,1
JK Kamande (KENYA),2007-2010,12,9,0,83,42,9.22,92,90.21,0,0,2,5,3
AR Leo (STHEL),2022-2024,12,9,2,83,24,11.85,101,82.17,0,0,1,6,1
D Long Martinez (ESP),2024-2024,2,2,0,83,79,41.50,56,148.21,0,1,0,8,4
KDA Lukies (PHI),2023-2024,21,12,6,83,23*,13.83,97,85.56,0,0,0,3,3
Junaid Mehmood (NOR),2021-2024,8,6,1,83,30*,16.60,84,98.80,0,0,1,10,0
AF Milne (NZ),2010-2024,53,21,11,83,16*,8.30,86,96.51,0,0,3,1,6
C Pengkumta (THA),2019-2024,27,19,3,83,18,5.18,143,58.04,0,0,4,5,1
T Rajiv (SEY),2021-2021,6,6,0,83,36,13.83,70,118.57,0,0,1,11,2
Saran Aslam (DEN),2022-2024,12,7,1,83,47,13.83,48,172.91,0,0,1,5,6
AJ Tye (AUS),2016-2021,32,15,7,83,20,10.37,76,109.21,0,0,3,5,4
D Gim (NGA),2019-2021,17,13,2,82,18,7.45,134,61.19,0,0,2,2,1
M Gouws (GIBR),2022-2024,13,7,0,82,37,11.71,58,141.37,0,0,1,5,5
AS Hansra (CAN),2012-2013,8,8,2,82,30,13.66,85,96.47,0,0,0,4,3
Muhammad Awais (GRC),2019-2019,3,3,2,82,42*,82.00,59,138.98,0,0,0,12,1
W Nalisa (VAN),2019-2024,31,15,7,82,31*,10.25,78,105.12,0,0,1,7,1
Nimish Lathief (KUW),2023-2024,14,9,3,82,18,13.66,99,82.82,0,0,0,8,1
TD Paine (AUS/World),2009-2017,12,9,1,82,25,10.25,77,106.49,0,0,2,7,3
Shaikh Ashraf (Peru),2019-2019,4,4,0,82,38,20.50,67,122.38,0,0,0,8,3
Tashi Phuntsho (BHU),2023-2024,9,7,0,82,21,11.71,107,76.63,0,0,0,2,1
M Vaik (EST),2021-2024,18,12,3,82,23*,9.11,142,57.74,0,0,1,1,0
RL Vitas (SRB),2022-2022,9,6,4,82,37*,41.00,109,75.22,0,0,0,7,2
K Birkenstock (NAM),2019-2021,9,4,1,81,59,27.00,45,180.00,0,1,0,9,4
G Coetzee (SA),2023-2024,10,9,2,81,23,11.57,60,135.00,0,0,2,4,6
Jaweed Sadran (Aut),2021-2023,20,13,4,81,18*,9.00,64,126.56,0,0,1,8,2
M Kpaka (SLE),2021-2023,21,17,2,81,16*,5.40,147,55.10,0,0,4,0,1
Noorkhan Ahmedi (SUI),2021-2024,10,7,0,81,32,11.57,68,119.11,0,0,1,8,3
BM Pecic (SRB),2024-2024,7,7,1,81,36,13.50,86,94.18,0,0,0,4,3
Ahsan Abbasi (HKG),2019-2019,6,6,0,80,18,13.33,87,91.95,0,0,0,7,2
Alexandros Karvelas (GRC),2022-2022,4,4,0,80,35,20.00,83,96.38,0,0,0,3,5
DAP Darrell (BER),2019-2019,11,10,1,80,30*,8.88,95,84.21,0,0,1,1,5
N Dutta (CAN),2019-2024,25,7,4,80,27,26.66,50,160.00,0,0,0,5,5
Faizan Asif (UAE),2014-2015,6,6,0,80,28,13.33,64,125.00,0,0,0,9,3
